dataset,sampler,model,ratio,accuracy,precision,recall,f1
abalone.csv,Original,Random Forest,,0.6802232854864434,0.6896930714717758,0.6498862566521117,0.6624799987471942
abalone.csv,Original,XGBoost,,0.671451355661882,0.6774796543819211,0.6474897166936479,0.6581444143967167
abalone.csv,Original,LightGBM,,0.6698564593301436,0.6745637196100439,0.6494806765834752,0.6589253876378882
abalone.csv,smote,Random Forest,0.6,0.6850079744816587,0.6868787435692653,0.6654530473273297,0.6737233293329178
abalone.csv,smote,XGBoost,0.6,0.6650717703349283,0.6638780292264285,0.6511972347898295,0.6565379176887931
abalone.csv,smote,LightGBM,0.6,0.671451355661882,0.6715452943613615,0.6545227424992369,0.6613692176238163
abalone.csv,smote,Random Forest,0.8,0.6786283891547049,0.6756455361521567,0.6665170078559147,0.6704137232578308
abalone.csv,smote,XGBoost,0.8,0.6555023923444976,0.6519260186344041,0.6474518328410829,0.6492823590727457
abalone.csv,smote,LightGBM,0.8,0.6698564593301436,0.6649626698320129,0.6619257337784545,0.6632663029486213
abalone.csv,smote,Random Forest,1.0,0.671451355661882,0.6666807587478969,0.668435071033881,0.6669526619004625
abalone.csv,smote,XGBoost,1.0,0.6515151515151515,0.6466153444009161,0.6440703127159301,0.6450624010936427
abalone.csv,smote,LightGBM,1.0,0.6594896331738437,0.649556691835984,0.6560875460187585,0.6523292478725886
abalone.csv,customsmote,Random Forest,0.6,0.6738437001594896,0.673188909800071,0.6540261371555586,0.661579154244546
abalone.csv,customsmote,XGBoost,0.6,0.6618819776714514,0.6605855739293692,0.6428631288890357,0.6499535804751745
abalone.csv,customsmote,LightGBM,0.6,0.6674641148325359,0.6651738792289804,0.6499690514064859,0.6561973056046472
abalone.csv,customsmote,Random Forest,0.8,0.6594896331738437,0.6566612280141068,0.642773648748915,0.6484696103014813
abalone.csv,customsmote,XGBoost,0.8,0.6515151515151515,0.6479445070980177,0.636604924503076,0.6413636534203909
abalone.csv,customsmote,LightGBM,0.8,0.664274322169059,0.6589593996280844,0.6505717203185446,0.6542246614312502
abalone.csv,customsmote,Random Forest,1.0,0.6754385964912281,0.6701319002688866,0.6682959629959054,0.6687136067283408
abalone.csv,customsmote,XGBoost,1.0,0.645933014354067,0.6375637309649829,0.642230929032004,0.6396630892043736
abalone.csv,customsmote,LightGBM,1.0,0.6578947368421053,0.6501036758615729,0.6529574596309279,0.6512557039427399
abalone.csv,adasyn,Random Forest,1.0,0.6594896331738437,0.6504729742007576,0.6616533004846828,0.6550192015490142
abalone.csv,adasyn,XGBoost,1.0,0.6395534290271132,0.6303665597953677,0.6391964064343294,0.6341522636611108
abalone.csv,adasyn,LightGBM,1.0,0.6403508771929824,0.631185036635078,0.6365922778542187,0.6336388212929421
abalone.csv,borderline,Random Forest,0.6,0.6778309409888357,0.677447902038922,0.6566719639807123,0.6647029419536945
abalone.csv,borderline,XGBoost,0.6,0.6555023923444976,0.6528091687916158,0.637783479988565,0.6439371116623996
abalone.csv,borderline,LightGBM,0.6,0.6499202551834131,0.6461940935613023,0.6361019346415069,0.6404600407656176
abalone.csv,borderline,Random Forest,0.8,0.6682615629984051,0.6650045665827616,0.6535126475157647,0.6584079881199947
abalone.csv,borderline,XGBoost,0.8,0.6594896331738437,0.6551166848005349,0.6509747302617683,0.6528185471287176
abalone.csv,borderline,LightGBM,0.8,0.6467304625199362,0.6421282432740275,0.6350959549183685,0.6382313390492469
abalone.csv,borderline,Random Forest,1.0,0.6730462519936204,0.6640984919088094,0.6675998210703166,0.6657458167416054
abalone.csv,borderline,XGBoost,1.0,0.6515151515151515,0.6432371569317382,0.6477240876539233,0.6452687028228631
abalone.csv,borderline,LightGBM,1.0,0.6499202551834131,0.6429623860316119,0.6391696240957008,0.6409527005676053
balance-scale.csv,Original,Random Forest,,0.8031914893617021,0.573668384879725,0.5944444444444444,0.5803700011077878
balance-scale.csv,Original,XGBoost,,0.8723404255319149,0.6737071172555044,0.6583333333333333,0.6440505137657855
balance-scale.csv,Original,LightGBM,,0.8670212765957447,0.6701388888888888,0.6541666666666667,0.6405180840664711
balance-scale.csv,smote,Random Forest,0.6,0.7712765957446809,0.5715277777777777,0.5717592592592592,0.5669191919191919
balance-scale.csv,smote,XGBoost,0.6,0.8723404255319149,0.6736406619385343,0.6583333333333333,0.6441563977369604
balance-scale.csv,smote,LightGBM,0.6,0.8617021276595744,0.6673364854215919,0.6509259259259259,0.6365610124230815
balance-scale.csv,smote,Random Forest,0.8,0.8138297872340425,0.6107586571504098,0.6171296296296296,0.6091432563548475
balance-scale.csv,smote,XGBoost,0.8,0.8776595744680851,0.7270186335403727,0.6768518518518518,0.6734198930995271
balance-scale.csv,smote,LightGBM,0.8,0.8617021276595744,0.6536439665471924,0.6509259259259259,0.6369709493358652
balance-scale.csv,smote,Random Forest,1.0,0.7978723404255319,0.5753690240141,0.5893518518518518,0.5813017751479289
balance-scale.csv,smote,XGBoost,1.0,0.8829787234042553,0.7304327038010997,0.6805555555555555,0.6772575250836121
balance-scale.csv,smote,LightGBM,1.0,0.8670212765957447,0.6705955334987594,0.6546296296296296,0.6402733301784814
balance-scale.csv,customsmote,Random Forest,0.6,0.776595744680851,0.5764585655890003,0.574537037037037,0.5726282761166482
balance-scale.csv,customsmote,XGBoost,0.6,0.8829787234042553,0.7116747181964573,0.6810185185185186,0.6767147884794943
balance-scale.csv,customsmote,LightGBM,0.6,0.8617021276595744,0.6448592485199951,0.65,0.6372344553302939
balance-scale.csv,customsmote,Random Forest,0.8,0.7925531914893617,0.600925925925926,0.600925925925926,0.5989106753812636
balance-scale.csv,customsmote,XGBoost,0.8,0.8563829787234043,0.6770487264673312,0.6763888888888889,0.6748737373737373
balance-scale.csv,customsmote,LightGBM,0.8,0.8297872340425532,0.6561147186147186,0.6569444444444444,0.655293151743456
balance-scale.csv,customsmote,Random Forest,1.0,0.8031914893617021,0.6641230666717923,0.6671296296296297,0.6624005183593324
balance-scale.csv,customsmote,XGBoost,1.0,0.8563829787234043,0.725807993880283,0.7347222222222222,0.7290885782529531
balance-scale.csv,customsmote,LightGBM,1.0,0.8563829787234043,0.7277777777777779,0.7347222222222222,0.7303670586615122
balance-scale.csv,borderline,Random Forest,0.6,0.7659574468085106,0.5694444444444445,0.5680555555555555,0.5617283950617283
balance-scale.csv,borderline,XGBoost,0.6,0.8617021276595744,0.6673364854215919,0.6509259259259259,0.6365610124230815
balance-scale.csv,borderline,LightGBM,0.6,0.851063829787234,0.6348449382198466,0.6430555555555556,0.6305370478602507
balance-scale.csv,borderline,Random Forest,0.8,0.7712765957446809,0.5715277777777777,0.5717592592592592,0.5669191919191919
balance-scale.csv,borderline,XGBoost,0.8,0.8670212765957447,0.6492753623188406,0.6546296296296296,0.6412144702842377
balance-scale.csv,borderline,LightGBM,0.8,0.8617021276595744,0.6847374847374846,0.6648148148148149,0.6607407407407407
balance-scale.csv,borderline,Random Forest,1.0,0.8031914893617021,0.5758169934640524,0.5939814814814816,0.583641456582633
balance-scale.csv,borderline,XGBoost,1.0,0.8670212765957447,0.6567287784679089,0.6546296296296296,0.6407713821901465
balance-scale.csv,borderline,LightGBM,1.0,0.8457446808510638,0.6274703557312252,0.6393518518518518,0.6274614245609803
cancer-risk-factors.csv,Original,Random Forest,,0.7316666666666667,0.7197588093357683,0.7071479999733717,0.7047613821865887
cancer-risk-factors.csv,Original,XGBoost,,0.74,0.726327746842814,0.7167117746571185,0.7188363689657252
cancer-risk-factors.csv,Original,LightGBM,,0.7483333333333333,0.7352664023235133,0.728564964719767,0.7304393246902168
cancer-risk-factors.csv,smote,Random Forest,0.6,0.7466666666666667,0.7389301890530822,0.724113503311026,0.7219908705920184
cancer-risk-factors.csv,smote,XGBoost,0.6,0.7433333333333333,0.7286731400450124,0.7259164789567161,0.7264409097273419
cancer-risk-factors.csv,smote,LightGBM,0.6,0.7316666666666667,0.7172072461943578,0.7135241982028414,0.714512839959651
cancer-risk-factors.csv,smote,Random Forest,0.8,0.7333333333333333,0.7206185224828858,0.7137130795634792,0.7104494351036265
cancer-risk-factors.csv,smote,XGBoost,0.8,0.735,0.7197830720092326,0.716072092394237,0.7163416822472527
cancer-risk-factors.csv,smote,LightGBM,0.8,0.7383333333333333,0.7253289969878992,0.7200665781613073,0.7217687127207773
cancer-risk-factors.csv,smote,Random Forest,1.0,0.73,0.7201465590484282,0.7134577248916002,0.7105708105831734
cancer-risk-factors.csv,smote,XGBoost,1.0,0.74,0.7222855834898164,0.7217115038284196,0.7207132145168413
cancer-risk-factors.csv,smote,LightGBM,1.0,0.7483333333333333,0.7349006916778,0.7323186868512501,0.7331284328169752
cancer-risk-factors.csv,customsmote,Random Forest,0.6,0.74,0.7277488064071311,0.7173316540364122,0.7155474832820371
cancer-risk-factors.csv,customsmote,XGBoost,0.6,0.735,0.7190686532670229,0.7151897684076878,0.7160128973555339
cancer-risk-factors.csv,customsmote,LightGBM,0.6,0.7366666666666667,0.7217540376933069,0.7159966367914504,0.7175940040303649
cancer-risk-factors.csv,customsmote,Random Forest,0.8,0.74,0.7283990148530457,0.7202066284165309,0.717593568669108
cancer-risk-factors.csv,customsmote,XGBoost,0.8,0.7266666666666667,0.7104072922664124,0.707666034961325,0.7082468168163825
cancer-risk-factors.csv,customsmote,LightGBM,0.8,0.735,0.7184896723971003,0.716001969876731,0.7167446187563389
cancer-risk-factors.csv,customsmote,Random Forest,1.0,0.7433333333333333,0.7291466580443324,0.727977689797484,0.7256135242312061
cancer-risk-factors.csv,customsmote,XGBoost,1.0,0.7383333333333333,0.7220835178220651,0.7169468743508403,0.7179537886180409
cancer-risk-factors.csv,customsmote,LightGBM,1.0,0.7383333333333333,0.7234843391385856,0.7225711691123576,0.7224779017372482
cancer-risk-factors.csv,borderline,Random Forest,0.6,0.7483333333333333,0.7403650177462289,0.7279845440240418,0.7270129735668538
cancer-risk-factors.csv,borderline,XGBoost,0.6,0.7416666666666667,0.729566982590576,0.7219509001734873,0.724077891782609
cancer-risk-factors.csv,borderline,LightGBM,0.6,0.74,0.7274050317795935,0.7200856606287338,0.7219426827470217
cancer-risk-factors.csv,borderline,Random Forest,0.8,0.74,0.7281459578558233,0.7207122403838272,0.719588005654078
cancer-risk-factors.csv,borderline,XGBoost,0.8,0.7416666666666667,0.7260966157286481,0.7191231948284751,0.7203812627556846
cancer-risk-factors.csv,borderline,LightGBM,0.8,0.735,0.72096727878616,0.7168452872742811,0.7182608772327244
cancer-risk-factors.csv,borderline,Random Forest,1.0,0.7366666666666667,0.7224250302050641,0.7191360699437017,0.7171032610598236
cancer-risk-factors.csv,borderline,XGBoost,1.0,0.7416666666666667,0.7265467392822231,0.7245027601596442,0.7241506131249915
cancer-risk-factors.csv,borderline,LightGBM,1.0,0.745,0.7294512793952413,0.7270132098323484,0.7277729025648804
car.csv,Original,Random Forest,,0.9576107899807321,0.8753409221997001,0.9120985415555743,0.890903849787993
car.csv,Original,XGBoost,,0.9788053949903661,0.9065779610194903,0.9311426661649864,0.9168885488034424
car.csv,Original,LightGBM,,0.9826589595375722,0.9180006587615283,0.9422576568539994,0.9289730102236644
car.csv,smote,Random Forest,0.6,0.9614643545279383,0.8837502266422893,0.9273750803602131,0.9003939323088259
car.csv,smote,XGBoost,0.6,0.976878612716763,0.898822463768116,0.9290240220971898,0.9110723712136348
car.csv,smote,LightGBM,0.6,0.9826589595375722,0.9180006587615283,0.9422576568539994,0.9289730102236644
car.csv,smote,Random Forest,0.8,0.9556840077071291,0.8709102007738706,0.9267004283386242,0.8925778607064578
car.csv,smote,XGBoost,0.8,0.976878612716763,0.898822463768116,0.9290240220971898,0.9110723712136348
car.csv,smote,LightGBM,0.8,0.9788053949903661,0.9065779610194903,0.9311426661649864,0.9168885488034424
car.csv,smote,Random Forest,1.0,0.9595375722543352,0.8759752258785359,0.9266767563378667,0.8950502871419472
car.csv,smote,XGBoost,1.0,0.9788053949903661,0.9074275362318841,0.9394406887638564,0.9215413163374536
car.csv,smote,LightGBM,1.0,0.9788053949903661,0.9065779610194903,0.9311426661649864,0.9168885488034424
car.csv,customsmote,Random Forest,0.6,0.953757225433526,0.8590984267149309,0.9037247789367368,0.8762535337003423
car.csv,customsmote,XGBoost,0.6,0.9691714836223507,0.8787824494346234,0.9039534006282631,0.8857018517962724
car.csv,customsmote,LightGBM,0.6,0.9807321772639692,0.908695652173913,0.9318409901873328,0.9182744780863674
car.csv,customsmote,Random Forest,0.8,0.9595375722543352,0.8749865397283876,0.9295173964287672,0.8960267618662949
car.csv,customsmote,XGBoost,0.8,0.9691714836223507,0.8782131961935217,0.9205494458260033,0.8932964002544634
car.csv,customsmote,LightGBM,0.8,0.9807321772639692,0.908695652173913,0.9318409901873328,0.9182744780863674
car.csv,customsmote,Random Forest,1.0,0.953757225433526,0.8618961827177125,0.9038241909574619,0.876668930549538
car.csv,customsmote,XGBoost,1.0,0.9730250481695568,0.8909253774012781,0.9247867339615965,0.9039829875738588
car.csv,customsmote,LightGBM,1.0,0.976878612716763,0.8938360908041555,0.9276037020517396,0.9068458137607074
car.csv,adasyn,Random Forest,0.6,0.9595375722543352,0.8838409096013792,0.9156375056688213,0.8969100321080994
car.csv,adasyn,XGBoost,0.6,0.9788053949903661,0.9065779610194903,0.9311426661649864,0.9168885488034424
car.csv,adasyn,LightGBM,0.6,0.9788053949903661,0.9009582379862701,0.9297223461195362,0.9124579842686278
car.csv,adasyn,Random Forest,0.8,0.9633911368015414,0.8854166666666666,0.9337546845643604,0.906676497393985
car.csv,adasyn,XGBoost,0.8,0.9807321772639692,0.9158829676071055,0.941559332831653,0.9275870809407394
car.csv,adasyn,LightGBM,0.8,0.9788053949903661,0.8991466437833715,0.9297223461195362,0.91251026272578
car.csv,adasyn,Random Forest,1.0,0.9614643545279383,0.8835227272727273,0.9303151324718386,0.9041417495268079
car.csv,adasyn,XGBoost,1.0,0.9807321772639692,0.9158829676071055,0.941559332831653,0.9275870809407394
car.csv,adasyn,LightGBM,1.0,0.9788053949903661,0.8991466437833715,0.9297223461195362,0.91251026272578
car.csv,borderline,Random Forest,0.6,0.9614643545279383,0.8804545454545454,0.9205967898275184,0.899260045306798
car.csv,borderline,XGBoost,0.6,0.9826589595375722,0.9259154351395731,0.9519759994983198,0.9382972186543616
car.csv,borderline,LightGBM,0.6,0.9826589595375722,0.9187958532695375,0.9505556794528696,0.9333902610665797
car.csv,borderline,Random Forest,0.8,0.9576107899807321,0.8749725747737112,0.9053202510228796,0.8895022856806108
car.csv,borderline,XGBoost,0.8,0.9845857418111753,0.9280331262939958,0.9526743235206662,0.9396831479372866
car.csv,borderline,LightGBM,0.8,0.9788053949903661,0.8991466437833715,0.9297223461195362,0.91251026272578
car.csv,borderline,Random Forest,1.0,0.9576107899807321,0.8749725747737112,0.9053202510228796,0.8895022856806108
car.csv,borderline,XGBoost,1.0,0.9788053949903661,0.9149141088796261,0.9491590314081768,0.9311159592041945
car.csv,borderline,LightGBM,1.0,0.976878612716763,0.8903578299345902,0.9276037020517396,0.906926406926407
cleveland_0_vs_4.csv,Original,Random Forest,,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,Original,XGBoost,,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,Original,LightGBM,,0.9615384615384616,0.75,0.98,0.8231292517006803
cleveland_0_vs_4.csv,smote,Random Forest,0.6,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,smote,XGBoost,0.6,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,smote,LightGBM,0.6,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,smote,Random Forest,0.8,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,smote,XGBoost,0.8,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,smote,LightGBM,0.8,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,smote,Random Forest,1.0,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,smote,XGBoost,1.0,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,smote,LightGBM,1.0,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,customsmote,Random Forest,0.6,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,customsmote,XGBoost,0.6,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,customsmote,LightGBM,0.6,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,customsmote,Random Forest,0.8,0.9423076923076923,0.4803921568627451,0.49,0.48514851485148514
cleveland_0_vs_4.csv,customsmote,XGBoost,0.8,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,customsmote,LightGBM,0.8,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,customsmote,Random Forest,1.0,0.9423076923076923,0.4803921568627451,0.49,0.48514851485148514
cleveland_0_vs_4.csv,customsmote,XGBoost,1.0,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,customsmote,LightGBM,1.0,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,adasyn,Random Forest,0.6,0.9423076923076923,0.4803921568627451,0.49,0.48514851485148514
cleveland_0_vs_4.csv,adasyn,XGBoost,0.6,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,adasyn,LightGBM,0.6,0.9615384615384616,0.75,0.98,0.8231292517006803
cleveland_0_vs_4.csv,adasyn,Random Forest,0.8,0.9423076923076923,0.4803921568627451,0.49,0.48514851485148514
cleveland_0_vs_4.csv,adasyn,XGBoost,0.8,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,adasyn,LightGBM,0.8,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,adasyn,Random Forest,1.0,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,adasyn,XGBoost,1.0,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,adasyn,LightGBM,1.0,0.9615384615384616,0.74,0.74,0.74
cleveland_0_vs_4.csv,borderline,Random Forest,0.6,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,borderline,XGBoost,0.6,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,borderline,LightGBM,0.6,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,borderline,Random Forest,0.8,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,borderline,XGBoost,0.8,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,borderline,LightGBM,0.8,0.9807692307692307,0.8333333333333333,0.99,0.8949494949494949
cleveland_0_vs_4.csv,borderline,Random Forest,1.0,0.9615384615384616,0.4807692307692308,0.5,0.49019607843137253
cleveland_0_vs_4.csv,borderline,XGBoost,1.0,0.9423076923076923,0.4803921568627451,0.49,0.48514851485148514
cleveland_0_vs_4.csv,borderline,LightGBM,1.0,0.9615384615384616,0.74,0.74,0.74
cmc.csv,Original,Random Forest,,0.5723981900452488,0.5618671696537594,0.5444027360867792,0.5444428470696159
cmc.csv,Original,XGBoost,,0.5859728506787331,0.5826742701742702,0.5558767006513401,0.5559112574011577
cmc.csv,Original,LightGBM,,0.5769230769230769,0.5644041218637993,0.5425434506421397,0.5429643430109197
cmc.csv,smote,Random Forest,0.6,0.5271493212669683,0.4986730038877278,0.4948542718778506,0.4953072319354764
cmc.csv,smote,XGBoost,0.6,0.5723981900452488,0.5574489873011427,0.5511486347456542,0.5509070056188051
cmc.csv,smote,LightGBM,0.6,0.581447963800905,0.5571081474695933,0.5536925668161178,0.5542066437470203
cmc.csv,smote,Random Forest,0.8,0.5158371040723982,0.49297461797461795,0.48819678938228345,0.4898096385602279
cmc.csv,smote,XGBoost,0.8,0.5746606334841629,0.5568866724596068,0.5549323604777898,0.553695054945055
cmc.csv,smote,LightGBM,0.8,0.5633484162895928,0.5408778172350163,0.5382987804355862,0.5386910257030353
cmc.csv,smote,Random Forest,1.0,0.5384615384615384,0.5142715881547497,0.5128720740788575,0.5133362770567745
cmc.csv,smote,XGBoost,1.0,0.5588235294117647,0.548158106668745,0.5402899957574129,0.5388556142474991
cmc.csv,smote,LightGBM,1.0,0.5565610859728507,0.5382104665039447,0.5322433148006575,0.5315062025909602
cmc.csv,customsmote,Random Forest,0.6,0.5384615384615384,0.5126567534397922,0.5066755360577084,0.5074519238285736
cmc.csv,customsmote,XGBoost,0.6,0.5769230769230769,0.5579174351131303,0.555068456561625,0.5546280787660098
cmc.csv,customsmote,LightGBM,0.6,0.579185520361991,0.5547859547859547,0.5509415974208404,0.5515339912641914
cmc.csv,customsmote,Random Forest,0.8,0.5361990950226244,0.506958858831089,0.5058581494589602,0.5062553191987517
cmc.csv,customsmote,XGBoost,0.8,0.5701357466063348,0.5558778801313009,0.560790741392675,0.5567713194679881
cmc.csv,customsmote,LightGBM,0.8,0.5588235294117647,0.5354551432203052,0.5359610755941994,0.5348045672442513
cmc.csv,customsmote,Random Forest,1.0,0.5271493212669683,0.5052968832763801,0.5028308216893644,0.5026249848881373
cmc.csv,customsmote,XGBoost,1.0,0.5271493212669683,0.5199313395774126,0.5165864787614886,0.512462172045237
cmc.csv,customsmote,LightGBM,1.0,0.5271493212669683,0.5102510174470752,0.5097086502254266,0.5079173141006823
cmc.csv,borderline,Random Forest,0.6,0.5248868778280543,0.4980826304279913,0.4946522108554217,0.49549189316027237
cmc.csv,borderline,XGBoost,0.6,0.5701357466063348,0.5535993525212204,0.5488810610495091,0.5484323691748759
cmc.csv,borderline,LightGBM,0.6,0.5633484162895928,0.5380526903856033,0.5352005114250117,0.5351131767018197
cmc.csv,borderline,Random Forest,0.8,0.5565610859728507,0.5297563530144679,0.5282658604593892,0.528815017415901
cmc.csv,borderline,XGBoost,0.8,0.5746606334841629,0.5632955100826585,0.5648424930858329,0.5620941904057863
cmc.csv,borderline,LightGBM,0.8,0.5656108597285068,0.5464797890452133,0.5442799487186253,0.5439258591157325
cmc.csv,borderline,Random Forest,1.0,0.5226244343891403,0.49986215374236376,0.4976803487207547,0.4980788206937829
cmc.csv,borderline,XGBoost,1.0,0.5610859728506787,0.5589494787489976,0.5609276475722472,0.5525163135782605
cmc.csv,borderline,LightGBM,1.0,0.5701357466063348,0.5474556099903602,0.5446181058248892,0.544025436261461
credit.csv,Original,Random Forest,,0.9994147940074907,0.928337154236182,0.7999414108272791,0.8527947292794453
credit.csv,Original,XGBoost,,0.9995318352059925,0.9373242736644798,0.8499414108272791,0.888771724272603
credit.csv,Original,LightGBM,,0.997308052434457,0.6378135946706623,0.8987696273728616,0.7044536787630225
credit.csv,smote,Random Forest,0.6,0.9991807116104869,0.8180060300650949,0.8497656433091165,0.8331282592136873
credit.csv,smote,XGBoost,0.6,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,smote,LightGBM,0.6,0.9992977528089888,0.8498242324818374,0.8498242324818374,0.8498242324818374
credit.csv,smote,Random Forest,0.8,0.9992977528089888,0.8498242324818374,0.8498242324818374,0.8498242324818374
credit.csv,smote,XGBoost,0.8,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,smote,LightGBM,0.8,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,smote,Random Forest,1.0,0.9992977528089888,0.8498242324818374,0.8498242324818374,0.8498242324818374
credit.csv,smote,XGBoost,1.0,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,smote,LightGBM,1.0,0.9991807116104869,0.8180060300650949,0.8497656433091165,0.8331282592136873
credit.csv,customsmote,Random Forest,0.6,0.9994147940074907,0.88871314196446,0.8498828216545582,0.8682745882810019
credit.csv,customsmote,XGBoost,0.6,0.9996488764044944,0.9443272798281586,0.8999414108272792,0.9209647529686011
credit.csv,customsmote,LightGBM,0.6,0.9987125468164794,0.7305347916647882,0.7995898757909539,0.7605472681180652
credit.csv,customsmote,Random Forest,0.8,0.9994147940074907,0.88871314196446,0.8498828216545582,0.8682745882810019
credit.csv,customsmote,XGBoost,0.8,0.9995318352059925,0.8998828216545582,0.8998828216545582,0.8998828216545582
credit.csv,customsmote,LightGBM,0.8,0.9987125468164794,0.7305347916647882,0.7995898757909539,0.7605472681180652
credit.csv,customsmote,Random Forest,1.0,0.9992977528089888,0.8498242324818374,0.8498242324818374,0.8498242324818374
credit.csv,customsmote,XGBoost,1.0,0.9995318352059925,0.9373242736644798,0.8499414108272791,0.888771724272603
credit.csv,customsmote,LightGBM,1.0,0.9989466292134831,0.7724928885716416,0.7997070541363955,0.7854506189890265
credit.csv,adasyn,Random Forest,0.6,0.9991807116104869,0.8180060300650949,0.8497656433091165,0.8331282592136873
credit.csv,adasyn,XGBoost,0.6,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,adasyn,LightGBM,0.6,0.9991807116104869,0.8180060300650949,0.8497656433091165,0.8331282592136873
credit.csv,adasyn,Random Forest,0.8,0.9990636704119851,0.7914908579465542,0.8497070541363956,0.8179474340261871
credit.csv,adasyn,XGBoost,0.8,0.9991807116104869,0.8180060300650949,0.8497656433091165,0.8331282592136873
